Location,Day,Date,two-way,positive N E,negative S W
990108,Mon,2/10/2020,31995,15688,16307
990108,Tue,2/11/2020,33958,16695,17263
990108,Wed,2/12/2020,32922,16242,16680
990108,Thu,2/13/2020,33791,17422,16369
990108,Fri,2/14/2020,43837,22982,20855
990108,Sat,2/15/2020,33898,17158,16740
990108,Mon,2/17/2020,38703,18595,20108
990108,Tue,2/18/2020,34829,17042,17787
990108,Wed,2/19/2020,34983,17628,17355
990108,Thu,2/20/2020,38254,19327,18927
990108,Fri,2/21/2020,44365,22480,21885
990108,Sat,2/22/2020,35177,17466,17711
990108,Mon,2/24/2020,32868,15925,16943
990108,Tue,2/25/2020,32356,15959,16397
990108,Wed,2/26/2020,29996,14990,15006
990108,Fri,2/28/2020,46943,23951,22992
990108,Sat,2/29/2020,36517,18763,17754
990108,Mon,3/2/2020,34480,16876,17604
990108,Tue,3/3/2020,33985,16046,17939
990108,Wed,3/4/2020,35679,17746,17933
990108,Thu,3/5/2020,39240,19740,19500
990108,Fri,3/6/2020,47892,24384,23508
990108,Mon,3/9/2020,33893,16338,17555
990108,Tue,3/10/2020,35305,17348,17957
990108,Wed,3/11/2020,36581,18498,18083
990108,Thu,3/12/2020,41184,21393,19791
990108,Fri,3/13/2020,47848,26594,21254
990108,Sat,3/14/2020,33021,17257,15764
990108,Sun,3/15/2020,35537,17421,18116
990108,Mon,3/16/2020,33608,15961,17647
990108,Tue,3/17/2020,35875,18039,17836
990108,Wed,3/18/2020,34212,16951,17261
990108,Thu,3/19/2020,34044,17254,16790
990108,Sat,3/21/2020,29540,15046,14494
990108,Sun,3/22/2020,21365,11432,9933
990108,Mon,3/23/2020,25748,12802,12946
990108,Tue,3/24/2020,28457,14315,14142
990108,Wed,3/25/2020,27106,13664,13442
990108,Thu,3/26/2020,26537,13525,13012
990108,Fri,3/27/2020,26090,13643,12447
990108,Sat,3/28/2020,18557,9823,8734
990108,Sun,3/29/2020,16793,9011,7782
990108,Mon,3/30/2020,23332,11479,11853
990108,Tue,3/31/2020,25548,12859,12689
990108,Wed,4/1/2020,25517,12895,12622
990108,Thu,4/2/2020,25134,13102,12032
990108,Fri,4/3/2020,25205,12993,12212
990108,Sat,4/4/2020,17861,9250,8611
990108,Sun,4/5/2020,15016,7821,7195
990108,Mon,4/6/2020,21744,10709,11035
990108,Tue,4/7/2020,24667,12368,12299
990108,Wed,4/8/2020,24486,12354,12132
990201,Wed,1/1/2020,2091,1032,1059
990201,Thu,1/2/2020,4687,2348,2339
990201,Fri,1/3/2020,4865,2456,2409
990201,Sat,1/4/2020,2934,1441,1493
990201,Sun,1/5/2020,2436,1216,1220
990201,Mon,1/6/2020,5527,2826,2701
990201,Tue,1/7/2020,6016,3026,2990
990201,Wed,1/8/2020,5897,2999,2898
990201,Thu,1/9/2020,5963,3039,2924
990201,Fri,1/10/2020,5980,3002,2978
990201,Sat,1/11/2020,2969,1499,1470
990201,Sun,1/12/2020,2456,1225,1231
990201,Mon,1/13/2020,5681,2847,2834
990201,Tue,1/14/2020,6076,3042,3034
990201,Wed,1/15/2020,5931,2978,2953
990201,Thu,1/16/2020,6127,3073,3054
990201,Fri,1/17/2020,6053,3008,3045
990201,Sat,1/18/2020,2593,1304,1289
990201,Sun,1/19/2020,2337,1165,1172
990201,Mon,1/20/2020,5531,2765,2766
990201,Tue,1/21/2020,5857,2953,2904
990201,Wed,1/22/2020,6137,3107,3030
990201,Thu,1/23/2020,6132,3099,3033
990201,Fri,1/24/2020,6221,3096,3125
990201,Sat,1/25/2020,3366,1688,1678
990201,Sun,1/26/2020,2661,1329,1332
990201,Mon,1/27/2020,6050,3022,3028
990201,Tue,1/28/2020,6206,3114,3092
990201,Wed,1/29/2020,6133,3104,3029
990201,Thu,1/30/2020,6121,3053,3068
990201,Fri,1/31/2020,6526,3290,3236
990201,Sat,2/1/2020,3563,1785,1778
990201,Sun,2/2/2020,2902,1460,1442
990201,Mon,2/3/2020,6126,3070,3056
990201,Tue,2/4/2020,5871,2966,2905
990201,Wed,2/5/2020,5930,2964,2966
990201,Thu,2/6/2020,5673,2951,2722
990201,Fri,2/7/2020,6081,3063,3018
990201,Sat,2/8/2020,3633,1825,1808
990201,Sun,2/9/2020,2525,1278,1247
990201,Mon,2/10/2020,5927,3026,2901
990201,Tue,2/11/2020,6075,3041,3034
990201,Wed,2/12/2020,6233,3149,3084
990201,Thu,2/13/2020,5739,2887,2852
990201,Fri,2/14/2020,5871,2926,2945
990201,Sat,2/15/2020,3259,1628,1631
990201,Sun,2/16/2020,2845,1373,1472
990201,Mon,2/17/2020,5881,2954,2927
990201,Tue,2/18/2020,6045,3046,2999
990201,Wed,2/19/2020,6154,3092,3062
990201,Thu,2/20/2020,6216,3098,3118
990201,Fri,2/21/2020,6304,3187,3117
990201,Sat,2/22/2020,3730,1851,1879
990201,Sun,2/23/2020,3076,1526,1550
990201,Mon,2/24/2020,5975,2989,2986
990201,Tue,2/25/2020,6004,3013,2991
990201,Wed,2/26/2020,5447,2753,2694
990201,Thu,2/27/2020,5748,2916,2832
990201,Fri,2/28/2020,6428,3246,3182
990201,Sat,2/29/2020,3851,1883,1968
990201,Sun,3/1/2020,3079,1513,1566
990201,Mon,3/2/2020,6133,3119,3014
990201,Tue,3/3/2020,6359,3210,3149
990201,Wed,3/4/2020,6305,3200,3105
990201,Thu,3/5/2020,6427,3227,3200
990201,Fri,3/6/2020,6201,3115,3086
990201,Sat,3/7/2020,3590,1806,1784
990201,Sun,3/8/2020,3125,1561,1564
990201,Mon,3/9/2020,5978,3031,2947
990201,Tue,3/10/2020,6159,3098,3061
990201,Wed,3/11/2020,6289,3163,3126
990201,Thu,3/12/2020,6443,3288,3155
990201,Fri,3/13/2020,6471,3254,3217
990201,Sat,3/14/2020,3495,1751,1744
990201,Sun,3/15/2020,2863,1429,1434
990201,Mon,3/16/2020,5927,3006,2921
990201,Tue,3/17/2020,5851,2961,2890
990201,Wed,3/18/2020,5772,2906,2866
990201,Thu,3/19/2020,5885,2970,2915
990201,Fri,3/20/2020,5358,2713,2645
990201,Sat,3/21/2020,2825,1445,1380
990201,Sun,3/22/2020,2074,1038,1036
990201,Mon,3/23/2020,5624,2837,2787
990201,Tue,3/24/2020,4886,2466,2420
990201,Wed,3/25/2020,3675,1853,1822
990201,Thu,3/26/2020,3659,1853,1806
990201,Fri,3/27/2020,3698,1883,1815
990201,Sat,3/28/2020,2177,1089,1088
990201,Sun,3/29/2020,1674,810,864
990201,Mon,3/30/2020,3386,1706,1680
990201,Tue,3/31/2020,3268,1652,1616
990201,Wed,4/1/2020,3413,1710,1703
990201,Thu,4/2/2020,3906,1984,1922
990201,Fri,4/3/2020,3891,1976,1915
990201,Sat,4/4/2020,2145,1042,1103
990201,Sun,4/5/2020,2115,1062,1053
990201,Mon,4/6/2020,3859,1935,1924
990201,Tue,4/7/2020,3920,1978,1942
990201,Wed,4/8/2020,3950,1972,1978
990202,Wed,1/1/2020,2084,969,1115
990202,Thu,1/2/2020,4025,1807,2218
990202,Sat,1/4/2020,3079,1570,1509
990202,Sun,1/5/2020,2827,1675,1152
990202,Tue,1/7/2020,4935,2190,2745
990202,Wed,1/8/2020,5074,2298,2776
990202,Thu,1/9/2020,6092,3111,2981
990202,Fri,1/10/2020,5984,3082,2902
990202,Sat,1/11/2020,3645,1896,1749
990202,Sun,1/12/2020,2299,1133,1166
990202,Mon,1/13/2020,5445,2810,2635
990202,Tue,1/14/2020,5931,3047,2884
990202,Wed,1/15/2020,5774,2950,2824
990202,Thu,1/16/2020,5918,3038,2880
990202,Fri,1/17/2020,5353,2467,2886
990202,Sat,1/18/2020,2787,1441,1346
990202,Sun,1/19/2020,2206,1101,1105
990202,Mon,1/20/2020,5263,2640,2623
990202,Tue,1/21/2020,5641,2842,2799
990202,Wed,1/22/2020,5423,2491,2932
990202,Thu,1/23/2020,5401,2509,2892
990202,Fri,1/24/2020,5943,3045,2898
990202,Sat,1/25/2020,3432,1744,1688
990202,Sun,1/26/2020,2526,1246,1280
990202,Mon,1/27/2020,5610,2894,2716
990202,Tue,1/28/2020,5924,3033,2891
990202,Wed,1/29/2020,5963,3024,2939
990202,Thu,1/30/2020,5966,3082,2884
990202,Fri,1/31/2020,6457,3317,3140
990202,Sat,2/1/2020,3669,1838,1831
990202,Sun,2/2/2020,2413,1155,1258
990202,Mon,2/3/2020,5855,3013,2842
990202,Tue,2/4/2020,6187,3183,3004
990202,Wed,2/5/2020,5247,2274,2973
990202,Thu,2/6/2020,5122,2234,2888
990202,Fri,2/7/2020,5490,2426,3064
990202,Sat,2/8/2020,3163,1427,1736
990202,Sun,2/9/2020,2307,1085,1222
990202,Mon,2/10/2020,4988,2159,2829
990202,Tue,2/11/2020,5055,2206,2849
990202,Wed,2/12/2020,5250,2281,2969
990202,Thu,2/13/2020,5097,2236,2861
990202,Fri,2/14/2020,5281,2318,2963
990202,Sat,2/15/2020,3287,1526,1761
990202,Sun,2/16/2020,2349,1074,1275
990202,Mon,2/17/2020,4961,2229,2732
990202,Tue,2/18/2020,5924,3055,2869
990202,Wed,2/19/2020,5272,2323,2949
990202,Thu,2/20/2020,5870,2877,2993
990202,Fri,2/21/2020,5343,2346,2997
990202,Sat,2/22/2020,3489,1608,1881
990202,Sun,2/23/2020,2905,1468,1437
990202,Mon,2/24/2020,5940,3091,2849
990202,Tue,2/25/2020,6061,3203,2858
990202,Wed,2/26/2020,6047,3165,2882
990202,Thu,2/27/2020,6838,3570,3268
990202,Fri,2/28/2020,7058,3768,3290
990202,Sat,2/29/2020,3927,2061,1866
990202,Sun,3/1/2020,2765,1346,1419
990202,Mon,3/2/2020,5566,2717,2849
990202,Tue,3/3/2020,6938,3872,3066
990202,Wed,3/4/2020,6433,3430,3003
990202,Thu,3/5/2020,6495,3387,3108
990202,Fri,3/6/2020,7109,3869,3240
990202,Sat,3/7/2020,3972,1964,2008
990202,Sun,3/8/2020,2879,1464,1415
990202,Mon,3/9/2020,5290,2465,2825
990202,Tue,3/10/2020,6548,3503,3045
990202,Wed,3/11/2020,6385,3322,3063
990202,Thu,3/12/2020,6328,3297,3031
990202,Fri,3/13/2020,6476,3429,3047
990202,Sat,3/14/2020,3462,1739,1723
990202,Sun,3/15/2020,2374,1191,1183
990202,Mon,3/16/2020,5617,2740,2877
990202,Tue,3/17/2020,5548,2689,2859
990202,Wed,3/18/2020,4868,2184,2684
990202,Thu,3/19/2020,4891,2127,2764
990202,Fri,3/20/2020,4773,2144,2629
990202,Sat,3/21/2020,2558,1162,1396
990202,Sun,3/22/2020,1590,744,846
990202,Mon,3/23/2020,4526,1973,2553
990202,Tue,3/24/2020,4268,1844,2424
990202,Wed,3/25/2020,3487,1551,1936
990202,Thu,3/26/2020,3479,1556,1923
990202,Fri,3/27/2020,3802,1931,1871
990202,Sat,3/28/2020,1848,899,949
990202,Sun,3/29/2020,1206,602,604
990202,Mon,3/30/2020,3258,1464,1794
990202,Tue,3/31/2020,3238,1446,1792
990202,Wed,4/1/2020,3187,1411,1776
990202,Thu,4/2/2020,3465,1551,1914
990202,Fri,4/3/2020,3690,1710,1980
990202,Sat,4/4/2020,1976,950,1026
990202,Sun,4/5/2020,1521,704,817
990202,Mon,4/6/2020,3756,1712,2044
990202,Tue,4/7/2020,3855,1895,1960
990202,Wed,4/8/2020,3941,1943,1998
990203,Wed,1/1/2020,5366,2632,2734
990203,Thu,1/2/2020,10450,5197,5253
990203,Fri,1/3/2020,11486,5765,5721
990203,Sat,1/4/2020,7855,3943,3912
990203,Sun,1/5/2020,6265,3006,3259
990203,Mon,1/6/2020,11235,5654,5581
990203,Tue,1/7/2020,11773,5868,5905
990203,Wed,1/8/2020,11731,5873,5858
990203,Thu,1/9/2020,12017,5954,6063
990203,Fri,1/10/2020,12808,6392,6416
990203,Sat,1/11/2020,8183,4085,4098
990203,Sun,1/12/2020,6116,3031,3085
990203,Mon,1/13/2020,11984,5975,6009
990203,Tue,1/14/2020,11989,5992,5997
990203,Wed,1/15/2020,12026,6016,6010
990203,Thu,1/16/2020,12412,6148,6264
990203,Fri,1/17/2020,13116,6582,6534
990203,Sat,1/18/2020,6534,3292,3242
990203,Sun,1/19/2020,5349,2616,2733
990203,Mon,1/20/2020,11020,5453,5567
990203,Tue,1/21/2020,12035,5997,6038
990203,Wed,1/22/2020,12025,5985,6040
990203,Thu,1/23/2020,12099,6039,6060
990203,Fri,1/24/2020,12957,6470,6487
990203,Sat,1/25/2020,8683,4372,4311
990203,Sun,1/26/2020,6623,3278,3345
990203,Mon,1/27/2020,11559,5744,5815
990203,Tue,1/28/2020,11787,5873,5914
990203,Wed,1/29/2020,11879,5883,5996
990203,Thu,1/30/2020,12206,6108,6098
990203,Fri,1/31/2020,13429,6661,6768
990203,Sat,2/1/2020,9036,4491,4545
990203,Sun,2/2/2020,6591,3222,3369
990203,Mon,2/3/2020,12169,6058,6111
990203,Tue,2/4/2020,12163,6084,6079
990203,Wed,2/5/2020,12245,6054,6191
990203,Thu,2/6/2020,11141,5569,5572
990203,Fri,2/7/2020,13386,6669,6717
990203,Sat,2/8/2020,9309,4640,4669
990203,Sun,2/9/2020,6153,3029,3124
990203,Mon,2/10/2020,11876,5952,5924
990203,Tue,2/11/2020,12226,6070,6156
990203,Wed,2/12/2020,12123,6048,6075
990203,Thu,2/13/2020,11064,5547,5517
990203,Fri,2/14/2020,13473,6713,6760
990203,Sat,2/15/2020,8786,4389,4397
990203,Sun,2/16/2020,6658,3256,3402
990203,Mon,2/17/2020,11610,5799,5811
990203,Tue,2/18/2020,12273,6125,6148
990203,Wed,2/19/2020,12300,6206,6094
990203,Thu,2/20/2020,12557,6240,6317
990203,Fri,2/21/2020,13236,6677,6559
990203,Sat,2/22/2020,9579,4757,4822
990203,Sun,2/23/2020,7033,3502,3531
990203,Mon,2/24/2020,11783,5876,5907
990203,Tue,2/25/2020,12129,6085,6044
990203,Wed,2/26/2020,10368,5173,5195
990203,Thu,2/27/2020,12102,6032,6070
990203,Fri,2/28/2020,13889,6884,7005
990203,Sat,2/29/2020,9474,4717,4757
990203,Sun,3/1/2020,7227,3597,3630
990203,Mon,3/2/2020,12080,6045,6035
990203,Tue,3/3/2020,12561,6251,6310
990203,Wed,3/4/2020,12480,6192,6288
990203,Thu,3/5/2020,12614,6323,6291
990203,Fri,3/6/2020,13205,6611,6594
990203,Sat,3/7/2020,9673,4821,4852
990203,Sun,3/8/2020,7237,3578,3659
990203,Mon,3/9/2020,12006,6013,5993
990203,Tue,3/10/2020,12252,6143,6109
990203,Wed,3/11/2020,12635,6268,6367
990203,Thu,3/12/2020,12712,6398,6314
990203,Fri,3/13/2020,13680,6818,6862
990203,Sat,3/14/2020,8751,4445,4306
990203,Sun,3/15/2020,6146,3058,3088
990203,Mon,3/16/2020,11139,5597,5542
990203,Tue,3/17/2020,10783,5374,5409
990203,Wed,3/18/2020,10492,5297,5195
990203,Thu,3/19/2020,10566,5327,5239
990203,Fri,3/20/2020,10966,5447,5519
990203,Sat,3/21/2020,6410,3229,3181
990203,Sun,3/22/2020,4231,2129,2102
990203,Mon,3/23/2020,9543,4830,4713
990203,Tue,3/24/2020,9093,4580,4513
990203,Wed,3/25/2020,6987,3531,3456
990203,Thu,3/26/2020,7316,3754,3562
990203,Fri,3/27/2020,7695,3898,3797
990203,Sat,3/28/2020,4493,2297,2196
990203,Sun,3/29/2020,3175,1591,1584
990203,Mon,3/30/2020,7635,3801,3834
990203,Tue,3/31/2020,7669,3815,3854
990203,Wed,4/1/2020,7647,3778,3869
990203,Thu,4/2/2020,7591,3724,3867
990203,Fri,4/3/2020,7706,3863,3843
990203,Sat,4/4/2020,4839,2417,2422
990203,Sun,4/5/2020,3873,1886,1987
990203,Mon,4/6/2020,7503,3789,3714
990203,Tue,4/7/2020,7636,3812,3824
990203,Wed,4/8/2020,7574,3678,3896
990205,Wed,1/8/2020,23678,11778,11900
990205,Thu,1/9/2020,24196,12045,12151
990205,Fri,1/10/2020,25515,12718,12797
990205,Sat,1/11/2020,17759,8894,8865
990205,Sun,1/12/2020,14041,7027,7014
990205,Mon,1/13/2020,23634,11676,11958
990205,Tue,1/14/2020,25136,12387,12749
990205,Wed,1/15/2020,24987,12502,12485
990205,Fri,1/17/2020,25833,12880,12953
990205,Sat,1/18/2020,16216,8107,8109
990205,Sun,1/19/2020,12463,6272,6191
990205,Mon,1/20/2020,20018,10018,10000
990205,Tue,1/21/2020,23372,11558,11814
990205,Wed,1/22/2020,24076,12038,12038
990205,Thu,1/23/2020,24680,12325,12355
990205,Fri,1/24/2020,25035,12484,12551
990205,Sat,1/25/2020,17699,8860,8839
990205,Sun,1/26/2020,13201,6691,6510
990205,Mon,1/27/2020,22438,11167,11271
990205,Tue,1/28/2020,23766,11859,11907
990205,Wed,1/29/2020,23817,11955,11862
990205,Thu,1/30/2020,24524,12227,12297
990205,Fri,1/31/2020,26617,13196,13421
990205,Sat,2/1/2020,18963,9502,9461
990205,Sun,2/2/2020,14066,7059,7007
990205,Mon,2/3/2020,22698,11297,11401
990205,Tue,2/4/2020,23923,11930,11993
990205,Wed,2/5/2020,23657,11750,11907
990205,Thu,2/6/2020,21387,10594,10793
990205,Fri,2/7/2020,25389,12594,12795
990205,Sat,2/8/2020,18513,9302,9211
990205,Sun,2/9/2020,12495,6303,6192
990205,Mon,2/10/2020,22675,11335,11340
990205,Tue,2/11/2020,24110,11994,12116
990205,Wed,2/12/2020,23956,11988,11968
990205,Thu,2/13/2020,23183,11552,11631
990205,Fri,2/14/2020,26462,13102,13360
990205,Sat,2/15/2020,18508,9200,9308
990205,Sun,2/16/2020,14397,7243,7154
990205,Mon,2/17/2020,21573,10877,10696
990205,Tue,2/18/2020,24111,11969,12142
990205,Wed,2/19/2020,25067,12440,12627
990205,Thu,2/20/2020,24973,12481,12492
990205,Fri,2/21/2020,26241,13085,13156
990205,Sat,2/22/2020,19320,9644,9676
990205,Sun,2/23/2020,14098,7133,6965
990205,Mon,2/24/2020,22812,11345,11467
990205,Tue,2/25/2020,23808,11835,11973
990205,Wed,2/26/2020,22225,10964,11261
990205,Thu,2/27/2020,23224,11536,11688
990205,Fri,2/28/2020,26566,13177,13389
990205,Sat,2/29/2020,20907,10358,10549
990205,Sun,3/1/2020,15201,7703,7498
990205,Mon,3/2/2020,22948,11405,11543
990205,Tue,3/3/2020,25111,12472,12639
990205,Wed,3/4/2020,24876,12393,12483
990205,Thu,3/5/2020,25480,12662,12818
990205,Fri,3/6/2020,26397,13132,13265
990205,Sat,3/7/2020,20977,10528,10449
990205,Sun,3/8/2020,15411,7736,7675
990205,Mon,3/9/2020,22871,11404,11467
990205,Tue,3/10/2020,23618,11805,11813
990205,Wed,3/11/2020,24205,12090,12115
990205,Thu,3/12/2020,24255,12000,12255
990205,Fri,3/13/2020,25926,12965,12961
990205,Sat,3/14/2020,17058,8510,8548
990205,Sun,3/15/2020,12787,6431,6356
990205,Mon,3/16/2020,21023,10516,10507
990205,Tue,3/17/2020,20773,10300,10473
990205,Wed,3/18/2020,19510,9693,9817
990205,Thu,3/19/2020,19569,9658,9911
990205,Fri,3/20/2020,20858,10288,10570
990205,Sat,3/21/2020,12969,6452,6517
990205,Sun,3/22/2020,8753,4401,4352
990205,Mon,3/23/2020,17626,8792,8834
990205,Tue,3/24/2020,17338,8555,8783
990205,Wed,3/25/2020,13847,6858,6989
990205,Thu,3/26/2020,14535,7091,7444
990205,Fri,3/27/2020,15526,7641,7885
990205,Sat,3/28/2020,9254,4524,4730
990205,Sun,3/29/2020,7215,3564,3651
990205,Mon,3/30/2020,14394,7069,7325
990205,Tue,3/31/2020,15042,7364,7678
990205,Wed,4/1/2020,15226,7480,7746
990205,Thu,4/2/2020,16193,7978,8215
990205,Fri,4/3/2020,17676,8724,8952
990205,Sat,4/4/2020,11037,5452,5585
990205,Sun,4/5/2020,8528,4213,4315
990205,Mon,4/6/2020,15965,7897,8068
990205,Tue,4/7/2020,16321,8070,8251
990205,Wed,4/8/2020,16555,8146,8409
990206,Wed,1/1/2020,18055,9113,8942
990206,Thu,1/2/2020,24808,12130,12678
990206,Fri,1/3/2020,27747,13849,13898
990206,Sat,1/4/2020,24438,12061,12377
990206,Sun,1/5/2020,23394,11699,11695
990206,Mon,1/6/2020,23486,11579,11907
990206,Tue,1/7/2020,24552,11903,12649
990206,Fri,1/10/2020,28064,14173,13891
990206,Sat,1/11/2020,22579,11112,11467
990206,Sun,1/12/2020,21582,10957,10625
990206,Mon,1/13/2020,23935,11888,12047
990206,Tue,1/14/2020,25350,12505,12845
990206,Wed,1/15/2020,26512,13281,13231
990206,Thu,1/16/2020,28618,14875,13743
990206,Fri,1/17/2020,31974,16309,15665
990206,Sat,1/18/2020,19863,10046,9817
990206,Sun,1/19/2020,19709,10120,9589
990206,Mon,1/20/2020,25279,12398,12881
990206,Tue,1/21/2020,25211,12331,12880
990206,Wed,1/22/2020,26237,13198,13039
990206,Thu,1/23/2020,27186,13898,13288
990206,Fri,1/24/2020,30655,15007,15648
990206,Sat,1/25/2020,23173,11663,11510
990206,Sun,1/26/2020,23415,12671,10744
990206,Mon,1/27/2020,23763,11691,12072
990206,Tue,1/28/2020,25093,12348,12745
990206,Wed,1/29/2020,26877,13426,13451
990206,Thu,1/30/2020,27772,14016,13756
990206,Fri,1/31/2020,29963,15244,14719
990206,Sat,2/1/2020,24640,12415,12225
990206,Sun,2/2/2020,21112,11050,10062
990206,Mon,2/3/2020,24956,12236,12720
990206,Tue,2/4/2020,25621,12796,12825
990206,Wed,2/5/2020,25541,12485,13056
990206,Thu,2/6/2020,25695,13174,12521
990206,Fri,2/7/2020,30171,15491,14680
990206,Sat,2/8/2020,24567,12318,12249
990206,Sun,2/9/2020,21396,11076,10320
990206,Mon,2/10/2020,25502,12975,12527
990206,Tue,2/11/2020,26698,13092,13606
990206,Wed,2/12/2020,25925,12792,13133
990206,Thu,2/13/2020,25116,13021,12095
990206,Fri,2/14/2020,32189,16736,15453
990206,Sat,2/15/2020,26346,13574,12772
990206,Sun,2/16/2020,25101,12836,12265
990206,Mon,2/17/2020,27377,13162,14215
990206,Tue,2/18/2020,26405,13151,13254
990206,Wed,2/19/2020,27841,14032,13809
990206,Thu,2/20/2020,29133,14960,14173
990206,Fri,2/21/2020,32907,16565,16342
990206,Sat,2/22/2020,27081,13797,13284
990206,Sun,2/23/2020,25197,13451,11746
990206,Mon,2/24/2020,25413,12553,12860
990206,Tue,2/25/2020,26403,12938,13465
990206,Wed,2/26/2020,22291,11355,10936
990206,Thu,2/27/2020,28107,14455,13652
990206,Fri,2/28/2020,33712,17184,16528
990206,Sat,2/29/2020,27168,13612,13556
990206,Sun,3/1/2020,25952,13658,12294
990206,Mon,3/2/2020,25777,13097,12680
990206,Tue,3/3/2020,27401,13659,13742
990206,Wed,3/4/2020,28377,14331,14046
990206,Thu,3/5/2020,29433,15124,14309
990206,Fri,3/6/2020,33365,16849,16516
990206,Sat,3/7/2020,28285,14560,13725
990206,Sun,3/8/2020,27001,14462,12539
990206,Mon,3/9/2020,25967,13044,12923
990206,Tue,3/10/2020,26653,13459,13194
990206,Wed,3/11/2020,28238,14357,13881
990206,Thu,3/12/2020,28947,15253,13694
990206,Fri,3/13/2020,31255,16585,14670
990206,Sat,3/14/2020,21817,11668,10149
990206,Sun,3/15/2020,21428,11977,9451
990206,Mon,3/16/2020,24974,12882,12092
990206,Tue,3/17/2020,24973,13026,11947
990206,Wed,3/18/2020,24191,12919,11272
990206,Thu,3/19/2020,23904,13181,10723
990206,Fri,3/20/2020,24382,13421,10961
990206,Sat,3/21/2020,16867,9459,7408
990206,Sun,3/22/2020,14018,7977,6041
990206,Mon,3/23/2020,18498,9758,8740
990206,Tue,3/24/2020,18498,9535,8963
990206,Wed,3/25/2020,16370,8821,7549
990206,Thu,3/26/2020,16119,8864,7255
990206,Fri,3/27/2020,15499,8381,7118
990206,Sat,3/28/2020,9966,5399,4567
990206,Sun,3/29/2020,9093,4914,4179
990206,Mon,3/30/2020,14271,7309,6962
990206,Tue,3/31/2020,14713,7490,7223
990206,Wed,4/1/2020,15137,7931,7206
990206,Thu,4/2/2020,14971,8045,6926
990206,Fri,4/3/2020,14852,7932,6920
990206,Sat,4/4/2020,10036,5228,4808
990206,Sun,4/5/2020,9033,4778,4255
990206,Mon,4/6/2020,13456,6776,6680
990206,Tue,4/7/2020,13831,6957,6874
990206,Wed,4/8/2020,14275,7409,6866
990207,Wed,1/1/2020,1948,922,1026
990207,Thu,1/2/2020,1436,661,775
990207,Fri,1/3/2020,1160,561,599
990207,Sat,1/4/2020,2027,923,1104
990207,Sun,1/5/2020,2050,913,1137
990207,Mon,1/6/2020,2087,938,1149
990207,Fri,1/10/2020,2174,961,1213
990207,Sat,1/11/2020,1354,621,733
990207,Sun,1/12/2020,1243,562,681
990207,Tue,1/14/2020,2136,970,1166
990207,Wed,1/15/2020,1894,876,1018
990207,Thu,1/16/2020,1989,902,1087
990207,Fri,1/17/2020,2160,935,1225
990207,Sat,1/18/2020,1305,580,725
990207,Sun,1/19/2020,1070,521,549
990207,Mon,1/20/2020,1718,792,926
990207,Tue,1/21/2020,1912,887,1025
990207,Wed,1/22/2020,2085,938,1147
990207,Thu,1/23/2020,2086,956,1130
990207,Sat,1/25/2020,869,461,408
990207,Sun,1/26/2020,871,456,415
990207,Mon,1/27/2020,1209,613,596
990207,Wed,1/29/2020,1157,572,585
990207,Thu,1/30/2020,1158,582,576
990207,Fri,1/31/2020,1357,640,717
990207,Sat,2/1/2020,952,484,468
990207,Sun,2/2/2020,814,377,437
990207,Tue,2/4/2020,1263,631,632
990207,Wed,2/5/2020,1193,554,639
990207,Thu,2/6/2020,1144,534,610
990207,Fri,2/7/2020,1358,666,692
990207,Sat,2/8/2020,1037,504,533
990207,Sun,2/9/2020,848,434,414
990207,Mon,2/10/2020,1199,578,621
990207,Tue,2/11/2020,1190,608,582
990207,Wed,2/12/2020,1205,605,600
990207,Thu,2/13/2020,1119,542,577
990207,Fri,2/14/2020,1331,632,699
990207,Sat,2/15/2020,969,489,480
990207,Mon,2/24/2020,1231,568,663
990207,Tue,3/17/2020,1174,573,601
990208,Wed,1/1/2020,423,214,209
990208,Thu,1/2/2020,777,391,386
990208,Fri,1/3/2020,880,428,452
990208,Sat,1/4/2020,554,279,275
990208,Sun,1/5/2020,451,231,220
990208,Mon,1/6/2020,793,380,413
990208,Tue,1/7/2020,846,412,434
990208,Wed,1/8/2020,784,374,410
990208,Thu,1/9/2020,813,413,400
990208,Fri,1/10/2020,813,407,406
990208,Sat,1/11/2020,482,257,225
990208,Sun,1/12/2020,416,196,220
990208,Mon,1/13/2020,795,395,400
990208,Tue,1/14/2020,830,393,437
990208,Wed,1/15/2020,828,391,437
990208,Thu,1/16/2020,831,390,441
990208,Fri,1/17/2020,815,387,428
990208,Sat,1/18/2020,398,203,195
990208,Sun,1/19/2020,376,189,187
990208,Mon,1/20/2020,737,366,371
990208,Tue,1/21/2020,803,389,414
990208,Wed,1/22/2020,806,371,435
990208,Thu,1/23/2020,855,407,448
990208,Fri,1/24/2020,792,384,408
990208,Sat,1/25/2020,538,271,267
990208,Sun,1/26/2020,433,220,213
990208,Mon,1/27/2020,789,395,394
990208,Tue,1/28/2020,785,381,404
990208,Wed,1/29/2020,867,422,445
990208,Thu,1/30/2020,839,404,435
990208,Fri,1/31/2020,809,385,424
990208,Sat,2/1/2020,571,280,291
990208,Sun,2/2/2020,452,226,226
990208,Mon,2/3/2020,800,381,419
990208,Tue,2/4/2020,858,420,438
990208,Wed,2/5/2020,775,365,410
990208,Thu,2/6/2020,690,335,355
990208,Fri,2/7/2020,729,359,370
990208,Sat,2/8/2020,494,231,263
990208,Sun,2/9/2020,366,177,189
