Location,Day,Date,two-way,positive N E,negative S W
955200,Sat,2/15/2020,3318,1676,1642
955200,Sun,2/16/2020,2744,1379,1365
955200,Mon,2/17/2020,3354,1707,1647
955200,Tue,2/18/2020,3403,1692,1711
955200,Wed,2/19/2020,3629,1840,1789
955200,Thu,2/20/2020,3660,1879,1781
955200,Fri,2/21/2020,4005,2043,1962
955200,Sat,2/22/2020,3190,1591,1599
955200,Sun,2/23/2020,2705,1316,1389
955200,Mon,2/24/2020,3359,1713,1646
955200,Tue,2/25/2020,3646,1799,1847
955200,Wed,2/26/2020,3570,1799,1771
955200,Thu,2/27/2020,3613,1857,1756
955200,Fri,2/28/2020,4215,2166,2049
955200,Sat,2/29/2020,3415,1754,1661
955200,Sun,3/1/2020,2800,1367,1433
955200,Mon,3/2/2020,3420,1722,1698
955200,Tue,3/3/2020,3606,1818,1788
955200,Wed,3/4/2020,3785,1948,1837
955200,Thu,3/5/2020,4000,2035,1965
955200,Fri,3/6/2020,3905,2010,1895
955200,Sat,3/7/2020,3444,1728,1716
955200,Sun,3/8/2020,2923,1468,1455
955200,Mon,3/9/2020,3829,1893,1936
955200,Tue,3/10/2020,3649,1849,1800
955200,Wed,3/11/2020,3674,1866,1808
955200,Thu,3/12/2020,3704,1896,1808
955200,Fri,3/13/2020,4002,2017,1985
955200,Sat,3/14/2020,2745,1389,1356
955200,Sun,3/15/2020,2498,1255,1243
955200,Mon,3/16/2020,3347,1714,1633
955200,Tue,3/17/2020,3139,1555,1584
955200,Wed,3/18/2020,3043,1543,1500
955200,Thu,3/19/2020,3022,1519,1503
955200,Fri,3/20/2020,3241,1629,1612
955200,Sat,3/21/2020,2087,1035,1052
955200,Sun,3/22/2020,1717,869,848
955200,Mon,3/23/2020,2941,1495,1446
955200,Tue,3/24/2020,2607,1315,1292
955200,Wed,3/25/2020,2561,1281,1280
955200,Thu,3/26/2020,2608,1304,1304
955200,Fri,3/27/2020,2546,1268,1278
955200,Sat,3/28/2020,1824,917,907
955200,Sun,3/29/2020,1669,858,811
955200,Mon,3/30/2020,2216,1109,1107
955200,Tue,3/31/2020,2099,1030,1069
955200,Wed,4/1/2020,2228,1087,1141
955200,Thu,4/2/2020,2251,1137,1114
955200,Fri,4/3/2020,2337,1152,1185
955200,Sat,4/4/2020,1773,900,873
955200,Sun,4/5/2020,1614,850,764
955200,Mon,4/6/2020,2296,1138,1158
955200,Tue,4/7/2020,2258,1120,1138
955200,Wed,4/8/2020,2220,1127,1093
955400,Wed,1/1/2020,19972,9693,10279
955400,Thu,1/2/2020,30911,15162,15749
955400,Fri,1/3/2020,33190,16318,16872
955400,Sat,1/4/2020,25086,12301,12785
955400,Sun,1/5/2020,22162,11087,11075
955400,Mon,1/6/2020,31696,15480,16216
955400,Tue,1/7/2020,32184,15689,16495
955400,Wed,1/8/2020,32664,16111,16553
955400,Thu,1/9/2020,33669,16662,17007
955400,Fri,1/10/2020,33797,16777,17020
955400,Sat,1/11/2020,22217,10933,11284
955400,Sun,1/12/2020,21677,10667,11010
955400,Mon,1/13/2020,31702,15550,16152
955400,Tue,1/14/2020,28624,15167,13457
955400,Wed,1/15/2020,32714,16078,16636
955400,Fri,1/17/2020,35536,17215,18321
955400,Sat,1/18/2020,24004,11792,12212
955400,Sun,1/19/2020,20410,10192,10218
955400,Mon,1/20/2020,29829,14695,15134
955400,Tue,1/21/2020,31943,15544,16399
955400,Wed,1/22/2020,32307,15888,16419
955400,Thu,1/23/2020,33030,16290,16740
955400,Fri,1/24/2020,33572,16342,17230
955400,Sat,1/25/2020,25652,12644,13008
955400,Sun,1/26/2020,21979,10903,11076
955400,Mon,1/27/2020,30868,15171,15697
955400,Tue,1/28/2020,32084,15645,16439
955400,Wed,1/29/2020,32268,15959,16309
955400,Thu,1/30/2020,33099,16213,16886
955400,Fri,1/31/2020,34224,16810,17414
955400,Sat,2/1/2020,25862,12692,13170
955400,Sun,2/2/2020,20988,10561,10427
955400,Mon,2/3/2020,31972,15770,16202
955400,Tue,2/4/2020,31991,15860,16131
955400,Wed,2/5/2020,31932,15738,16194
955400,Thu,2/6/2020,33027,16136,16891
955400,Fri,2/7/2020,33240,16190,17050
955400,Sat,2/8/2020,24811,12273,12538
955400,Sun,2/9/2020,21115,10475,10640
955400,Mon,2/10/2020,30716,15261,15455
955400,Tue,2/11/2020,33101,16476,16625
955400,Wed,2/12/2020,34005,16920,17085
955400,Thu,2/13/2020,36442,17956,18486
955400,Fri,2/14/2020,39158,19114,20044
955400,Sat,2/15/2020,29171,14116,15055
955400,Sun,2/16/2020,23838,11236,12602
955400,Mon,2/17/2020,32656,16233,16423
955400,Tue,2/18/2020,32055,15512,16543
955400,Wed,2/19/2020,34178,16661,17517
955400,Thu,2/20/2020,34605,16823,17782
955400,Fri,2/21/2020,37002,18088,18914
955400,Sat,2/22/2020,27629,13598,14031
955400,Sun,2/23/2020,23391,11700,11691
955400,Mon,2/24/2020,30413,14994,15419
955400,Tue,2/25/2020,32261,15767,16494
955400,Wed,2/26/2020,32490,16032,16458
955400,Thu,2/27/2020,34177,16633,17544
955400,Fri,2/28/2020,36082,17500,18582
955400,Sat,2/29/2020,28149,13798,14351
955400,Sun,3/1/2020,24966,12434,12532
955400,Mon,3/2/2020,31061,15286,15775
955400,Tue,3/3/2020,33060,16042,17018
955400,Wed,3/4/2020,34357,16844,17513
955400,Thu,3/5/2020,34758,17059,17699
955400,Fri,3/6/2020,37853,18543,19310
955400,Sat,3/7/2020,29187,14668,14519
955400,Sun,3/8/2020,24296,11936,12360
955400,Mon,3/9/2020,31906,15703,16203
955400,Tue,3/10/2020,33063,16215,16848
955400,Wed,3/11/2020,33581,16424,17157
955400,Thu,3/12/2020,33383,16525,16858
955400,Fri,3/13/2020,35342,17132,18210
955400,Sat,3/14/2020,22795,11151,11644
955400,Sun,3/15/2020,19708,9960,9748
955400,Mon,3/16/2020,29100,14233,14867
955400,Tue,3/17/2020,28019,13718,14301
955400,Wed,3/18/2020,26703,13028,13675
955400,Thu,3/19/2020,25721,12621,13100
955400,Fri,3/20/2020,26272,12617,13655
955400,Sat,3/21/2020,16849,8192,8657
955400,Sun,3/22/2020,13097,6749,6348
955400,Mon,3/23/2020,22523,11164,11359
955400,Tue,3/24/2020,21612,10592,11020
955400,Wed,3/25/2020,20601,10102,10499
955400,Thu,3/26/2020,21073,10372,10701
955400,Fri,3/27/2020,20271,9764,10507
955400,Sat,3/28/2020,13184,6382,6802
955400,Sun,3/29/2020,11251,5860,5391
955400,Mon,3/30/2020,20081,9854,10227
955400,Tue,3/31/2020,19359,9440,9919
955400,Wed,4/1/2020,19387,9555,9832
955400,Thu,4/2/2020,19739,9687,10052
955400,Fri,4/3/2020,19809,9587,10222
955400,Sat,4/4/2020,12557,6163,6394
955400,Sun,4/5/2020,10341,5519,4822
955400,Mon,4/6/2020,18862,9353,9509
955400,Tue,4/7/2020,19231,9457,9774
955400,Wed,4/8/2020,19771,9756,10015
955600,Thu,1/2/2020,58882,29007,29875
955600,Fri,1/3/2020,64739,32785,31954
955600,Sat,1/4/2020,56312,29931,26381
955600,Sun,1/5/2020,49632,26885,22747
955600,Mon,1/6/2020,55162,26830,28332
955600,Tue,1/7/2020,57084,27799,29285
955600,Wed,1/8/2020,58900,28615,30285
955600,Thu,1/9/2020,60107,29223,30884
955600,Fri,1/10/2020,60810,29150,31660
955600,Mon,1/13/2020,56080,26838,29242
955600,Tue,1/14/2020,58722,28563,30159
955600,Wed,1/15/2020,59196,28633,30563
955600,Thu,1/16/2020,61753,30032,31721
955600,Fri,1/17/2020,66437,32315,34122
955600,Sun,1/19/2020,40215,20298,19917
955600,Mon,1/20/2020,53165,26231,26934
955600,Tue,1/21/2020,57161,27883,29278
955600,Wed,1/22/2020,58918,28659,30259
955600,Thu,1/23/2020,60413,29498,30915
955600,Fri,1/24/2020,62643,30467,32176
955600,Mon,1/27/2020,54808,26668,28140
955600,Tue,1/28/2020,56679,27822,28857
955600,Wed,1/29/2020,59129,28586,30543
955600,Thu,1/30/2020,62314,29796,32518
955600,Fri,1/31/2020,64759,30919,33840
955600,Sat,2/1/2020,48315,23415,24900
955600,Sun,2/2/2020,42291,21769,20522
955600,Mon,2/3/2020,56485,27661,28824
955600,Tue,2/4/2020,56890,27744,29146
955600,Wed,2/5/2020,58228,28271,29957
955600,Thu,2/6/2020,59207,28780,30427
955600,Fri,2/7/2020,60488,28847,31641
955600,Sat,2/8/2020,47325,23097,24228
955600,Sun,2/9/2020,42674,21950,20724
955600,Mon,2/10/2020,55958,27303,28655
955600,Tue,2/11/2020,59783,28770,31013
955600,Wed,2/12/2020,61077,29225,31852
955600,Thu,2/13/2020,64411,31135,33276
955600,Fri,2/14/2020,68871,32473,36398
955600,Sat,2/15/2020,53053,26051,27002
955600,Sun,2/16/2020,46725,24694,22031
955600,Mon,2/17/2020,59715,30073,29642
955600,Tue,2/18/2020,58420,28783,29637
955600,Wed,2/19/2020,61161,29831,31330
955600,Thu,2/20/2020,63354,30446,32908
955600,Fri,2/21/2020,67252,32212,35040
955600,Sat,2/22/2020,51921,25345,26576
955600,Sun,2/23/2020,47565,25050,22515
955600,Mon,2/24/2020,55382,27334,28048
955600,Tue,2/25/2020,59290,28991,30299
955600,Wed,2/26/2020,58203,28418,29785
955600,Thu,2/27/2020,64365,31020,33345
955600,Fri,2/28/2020,69378,32602,36776
955600,Sat,2/29/2020,55666,27023,28643
955600,Sun,3/1/2020,53357,29147,24210
955600,Mon,3/2/2020,58051,29367,28684
955600,Tue,3/3/2020,60702,30076,30626
955600,Wed,3/4/2020,62370,30595,31775
955600,Thu,3/5/2020,64700,31122,33578
955600,Sat,3/7/2020,57081,27768,29313
955600,Sun,3/8/2020,54099,30000,24099
955600,Mon,3/9/2020,57704,28347,29357
955600,Tue,3/10/2020,59113,29179,29934
955600,Wed,3/11/2020,61959,30320,31639
955600,Thu,3/12/2020,62292,30107,32185
955600,Sat,3/14/2020,48896,24130,24766
955600,Mon,3/16/2020,53972,27148,26824
955600,Tue,3/17/2020,54684,27703,26981
955600,Wed,3/18/2020,52008,26058,25950
955600,Thu,3/19/2020,51051,25924,25127
955600,Fri,3/20/2020,53644,26888,26756
956000,Wed,1/1/2020,8892,4407,4485
956000,Thu,1/2/2020,10304,5144,5160
956000,Fri,1/3/2020,6434,3189,3245
956000,Sat,1/4/2020,5240,2578,2662
956000,Fri,1/10/2020,6443,3165,3278
956000,Sat,1/11/2020,5337,2591,2746
956000,Sun,1/12/2020,9630,4813,4817
956000,Tue,1/14/2020,10032,5062,4970
956000,Wed,1/15/2020,10403,5245,5158
956000,Fri,1/17/2020,6799,3409,3390
956000,Sat,1/18/2020,4908,2439,2469
956000,Sun,1/19/2020,8986,4403,4583
956000,Sun,1/26/2020,9421,4600,4821
956000,Sat,3/14/2020,5995,2941,3054
956000,Sun,3/15/2020,4587,2294,2293
956000,Mon,3/16/2020,8597,4249,4348
956000,Tue,3/17/2020,8204,4065,4139
956000,Wed,3/18/2020,7902,3933,3969
956000,Thu,3/19/2020,7827,3865,3962
956000,Fri,3/20/2020,8474,4192,4282
956000,Sat,3/21/2020,5055,2574,2481
956000,Sun,3/22/2020,2933,1468,1465
956000,Mon,3/23/2020,7342,3669,3673
956000,Tue,3/24/2020,7174,3582,3592
956000,Wed,3/25/2020,6621,3314,3307
956000,Thu,3/26/2020,6818,3478,3340
956000,Fri,3/27/2020,7088,3529,3559
956000,Sat,3/28/2020,4033,2044,1989
956000,Sun,3/29/2020,2867,1445,1422
956000,Mon,3/30/2020,6699,3295,3404
956000,Tue,3/31/2020,6639,3308,3331
956000,Tue,4/7/2020,7000,3457,3543
956000,Wed,4/8/2020,6930,3416,3514
956100,Wed,1/1/2020,10175,5026,5149
956100,Sat,1/4/2020,16216,9548,6668
956100,Sun,1/5/2020,11868,5991,5877
956100,Mon,1/6/2020,15313,7692,7621
956100,Tue,1/7/2020,15965,8055,7910
956100,Wed,1/8/2020,16024,8197,7827
956100,Thu,1/9/2020,18435,10411,8024
956100,Sat,1/11/2020,12593,6960,5633
956100,Sun,1/12/2020,10960,5475,5485
956100,Mon,1/13/2020,14924,7523,7401
956100,Tue,1/14/2020,15872,8048,7824
956100,Thu,1/16/2020,18964,10668,8296
956100,Fri,1/17/2020,18755,10126,8629
956100,Sun,1/19/2020,10078,5287,4791
956100,Mon,1/20/2020,15498,7843,7655
956100,Tue,1/21/2020,17104,9620,7484
956100,Wed,1/22/2020,15821,8197,7624
956100,Thu,1/23/2020,16082,8338,7744
956100,Fri,1/24/2020,16871,8591,8280
956100,Sat,1/25/2020,12480,6548,5932
956100,Sun,1/26/2020,11223,5772,5451
956100,Mon,1/27/2020,15762,8405,7357
956100,Tue,1/28/2020,15544,7884,7660
956100,Wed,1/29/2020,15678,8095,7583
956100,Sat,2/1/2020,12577,6617,5960
956100,Sun,2/2/2020,10016,5179,4837
956100,Mon,2/3/2020,15214,7831,7383
956100,Tue,2/4/2020,15701,7957,7744
956100,Wed,2/5/2020,14991,7597,7394
956100,Thu,2/6/2020,15712,7961,7751
956100,Fri,2/7/2020,17198,8639,8559
956100,Sat,2/8/2020,12343,6456,5887
956100,Sun,2/9/2020,10821,5453,5368
956100,Mon,2/10/2020,14800,7557,7243
956100,Tue,2/11/2020,15811,8201,7610
956100,Wed,2/12/2020,16287,8484,7803
956100,Thu,2/13/2020,17640,8995,8645
956100,Fri,2/14/2020,19993,10112,9881
956100,Sat,2/15/2020,14482,7148,7334
956100,Sun,2/16/2020,12578,5957,6621
956100,Mon,2/17/2020,17142,8848,8294
956100,Tue,2/18/2020,15739,7829,7910
956100,Wed,2/19/2020,16233,8302,7931
956100,Thu,2/20/2020,16896,8647,8249
956100,Fri,2/21/2020,18297,9208,9089
956100,Sat,2/22/2020,13651,6961,6690
956100,Sun,2/23/2020,12610,6390,6220
956100,Mon,2/24/2020,14885,7546,7339
956100,Tue,2/25/2020,15908,8058,7850
956100,Wed,2/26/2020,15987,8078,7909
956100,Thu,2/27/2020,16872,8535,8337
956100,Fri,2/28/2020,18608,9486,9122
956100,Sat,2/29/2020,14458,7382,7076
956100,Sun,3/1/2020,12711,6347,6364
956100,Mon,3/2/2020,15292,7646,7646
956100,Tue,3/3/2020,16770,8334,8436
956100,Wed,3/4/2020,16670,8339,8331
956100,Thu,3/5/2020,17628,8807,8821
956100,Fri,3/6/2020,19730,9987,9743
956100,Sat,3/7/2020,14768,7676,7092
956100,Sun,3/8/2020,12616,6433,6183
956100,Mon,3/9/2020,15533,7803,7730
956100,Tue,3/10/2020,16439,8276,8163
956100,Wed,3/11/2020,16726,8450,8276
956100,Thu,3/12/2020,17186,8794,8392
956100,Fri,3/13/2020,18897,9592,9305
956100,Sat,3/14/2020,12466,6174,6292
956100,Sun,3/15/2020,11090,5687,5403
956100,Mon,3/16/2020,15576,7563,8013
956100,Tue,3/17/2020,15495,7676,7819
956100,Wed,3/18/2020,14843,7438,7405
956100,Thu,3/19/2020,14489,7333,7156
956100,Fri,3/20/2020,14882,7334,7548
956100,Sat,3/21/2020,9400,4682,4718
956100,Sun,3/22/2020,7004,3625,3379
956100,Mon,3/23/2020,10659,5394,5265
956100,Tue,3/24/2020,11207,5503,5704
956100,Wed,3/25/2020,10675,5377,5298
956100,Thu,3/26/2020,10581,5237,5344
956100,Fri,3/27/2020,10175,4907,5268
956100,Sat,3/28/2020,6422,3128,3294
956100,Sun,3/29/2020,5904,3172,2732
956100,Mon,3/30/2020,9788,4857,4931
956100,Tue,3/31/2020,9880,4879,5001
956100,Wed,4/1/2020,9948,5001,4947
956100,Thu,4/2/2020,10246,5135,5111
956100,Fri,4/3/2020,9986,4955,5031
956100,Sat,4/4/2020,6280,3201,3079
956100,Sun,4/5/2020,5456,2879,2577
956100,Mon,4/6/2020,9386,4715,4671
956100,Tue,4/7/2020,9784,4825,4959
956100,Wed,4/8/2020,9854,4968,4886
956200,Wed,1/1/2020,4604,4604,
956200,Thu,1/2/2020,6530,6530,
956200,Fri,1/3/2020,7384,7384,
956200,Sat,1/4/2020,6082,6082,
956200,Sun,1/5/2020,5434,5434,
956200,Mon,1/6/2020,6411,6411,
956200,Tue,1/7/2020,6425,6425,
956200,Wed,1/8/2020,6783,6783,
956200,Thu,1/9/2020,7128,7128,
956200,Fri,1/10/2020,7500,7500,
956200,Sat,1/11/2020,5006,5006,
956200,Sun,1/12/2020,4917,4917,
956200,Mon,1/13/2020,6300,6300,
956200,Tue,1/14/2020,6679,6679,
956200,Wed,1/15/2020,6790,6790,
956200,Thu,1/16/2020,7289,7289,
956200,Fri,1/17/2020,7639,7639,
956200,Sat,1/18/2020,5609,5609,
956200,Sun,1/19/2020,4902,4902,
956200,Mon,1/20/2020,6639,6639,
956200,Tue,1/21/2020,6473,6473,
956200,Fri,1/24/2020,7209,7209,
956200,Sat,1/25/2020,6102,6102,
956200,Sun,1/26/2020,5363,5363,
956200,Mon,1/27/2020,6378,6378,
956200,Tue,1/28/2020,6400,6400,
956200,Wed,1/29/2020,6471,6471,
956200,Thu,1/30/2020,7031,7031,
956200,Fri,1/31/2020,7629,7629,
956200,Sat,2/1/2020,5826,5826,
956200,Sun,2/2/2020,4846,4846,
956200,Mon,2/3/2020,6663,6663,
956200,Tue,2/4/2020,6648,6648,
956200,Wed,2/5/2020,6498,6498,
956200,Thu,2/6/2020,6759,6759,
956200,Fri,2/7/2020,7595,7595,
956200,Sat,2/8/2020,5712,5712,
956200,Sun,2/9/2020,4920,4920,
956200,Mon,2/10/2020,6326,6326,
956200,Tue,2/11/2020,6932,6932,
956200,Wed,2/12/2020,7326,7326,
956200,Thu,2/13/2020,8160,8160,
956200,Fri,2/14/2020,9127,9127,
956200,Sat,2/15/2020,7042,7042,
956200,Sun,2/16/2020,5498,5498,
956200,Mon,2/17/2020,7366,7366,
956200,Tue,2/18/2020,6465,6465,
956200,Wed,2/19/2020,7075,7075,
956200,Thu,2/20/2020,7377,7377,
956200,Fri,2/21/2020,8254,8254,
956200,Sat,2/22/2020,6823,6823,
956200,Sun,2/23/2020,6123,6123,
956200,Mon,2/24/2020,6276,6276,
956200,Tue,2/25/2020,6761,6761,
956200,Wed,2/26/2020,6799,6799,
956200,Thu,2/27/2020,7122,7122,
956200,Fri,2/28/2020,8308,8308,
956200,Sat,2/29/2020,7381,7381,
956200,Sun,3/1/2020,6289,6289,
956200,Mon,3/2/2020,6378,6378,
956200,Tue,3/3/2020,7043,7043,
956200,Wed,3/4/2020,7053,7053,
956200,Thu,3/5/2020,7435,7435,
956200,Fri,3/6/2020,9049,9049,
956200,Sat,3/7/2020,7319,7319,
956200,Sun,3/8/2020,6019,6019,
956200,Mon,3/9/2020,6512,6512,
956200,Tue,3/10/2020,6808,6808,
956200,Wed,3/11/2020,7076,7076,
956200,Thu,3/12/2020,7469,7469,
956200,Fri,3/13/2020,8076,8076,
956200,Sat,3/14/2020,5561,5561,
956200,Sun,3/15/2020,5261,5261,
956200,Mon,3/16/2020,6235,6235,
956200,Tue,3/17/2020,6320,6320,
956200,Wed,3/18/2020,6049,6049,
956200,Thu,3/19/2020,6062,6062,
956200,Fri,3/20/2020,6121,6121,
956200,Sat,3/21/2020,4134,4134,
956200,Sun,3/22/2020,3435,3435,
956200,Mon,3/23/2020,4698,4698,
956200,Tue,3/24/2020,4593,4593,
956200,Wed,3/25/2020,4607,4607,
956200,Thu,3/26/2020,4528,4528,
956200,Fri,3/27/2020,4207,4207,
956200,Sat,3/28/2020,2809,2809,
956200,Sun,3/29/2020,2821,2821,
956200,Mon,3/30/2020,4150,4150,
956200,Tue,3/31/2020,4122,4122,
956200,Wed,4/1/2020,4240,4240,
956200,Thu,4/2/2020,4265,4265,
956200,Fri,4/3/2020,4216,4216,
956200,Sat,4/4/2020,2828,2828,
956200,Sun,4/5/2020,2443,2443,
956200,Mon,4/6/2020,3996,3996,
956200,Tue,4/7/2020,4019,4019,
956200,Wed,4/8/2020,4231,4231,
956300,Wed,1/1/2020,7793,3933,3860
956300,Thu,1/2/2020,15248,7846,7402
956300,Fri,1/3/2020,16098,8337,7761
956300,Sun,1/5/2020,8074,4037,4037
956300,Mon,1/6/2020,16230,8425,7805
956300,Tue,1/7/2020,17072,8852,8220
956300,Wed,1/8/2020,17214,8883,8331
956300,Thu,1/9/2020,17253,8939,8314
956300,Fri,1/10/2020,17136,8910,8226
956300,Sat,1/11/2020,9757,4936,4821
956300,Sun,1/12/2020,8412,4298,4114
956300,Mon,1/13/2020,16791,8683,8108
956300,Tue,1/14/2020,17756,9024,8732
956300,Wed,1/15/2020,17298,8963,8335
956300,Thu,1/16/2020,17660,9188,8472
956300,Fri,1/17/2020,17245,9078,8167
956300,Sat,1/18/2020,10370,5365,5005
956300,Mon,1/20/2020,14425,7483,6942
956300,Tue,1/21/2020,16643,8633,8010
956300,Wed,1/22/2020,16807,8803,8004
956300,Thu,1/23/2020,16931,8835,8096
956300,Fri,1/24/2020,16960,8852,8108
956300,Mon,1/27/2020,15930,8378,7552
956300,Tue,1/28/2020,16795,8770,8025
956300,Wed,1/29/2020,16419,8467,7952
956300,Thu,1/30/2020,16911,8831,8080
956300,Fri,1/31/2020,17732,9233,8499
956300,Sat,2/1/2020,11613,6064,5549
956300,Mon,2/3/2020,16618,8653,7965
956300,Tue,2/4/2020,16648,8511,8137
956300,Wed,2/5/2020,16774,8739,8035
956300,Sat,2/8/2020,11000,5558,5442
956300,Sun,2/9/2020,8098,4008,4090
956300,Mon,2/10/2020,16608,8324,8284
956300,Tue,2/11/2020,17548,8862,8686
956300,Wed,2/12/2020,17136,8657,8479
956300,Thu,2/13/2020,17601,8883,8718
956300,Fri,2/14/2020,17745,9009,8736
956300,Sat,2/15/2020,11316,5739,5577
956300,Sun,2/16/2020,8649,4263,4386
956300,Mon,2/17/2020,16202,8138,8064
956300,Tue,2/18/2020,17423,8741,8682
956300,Wed,2/19/2020,17913,9065,8848
956300,Thu,2/20/2020,18215,9206,9009
956300,Fri,2/21/2020,17916,9069,8847
956300,Sat,2/22/2020,11564,5859,5705
956300,Sun,2/23/2020,8666,4282,4384
956300,Mon,2/24/2020,16469,8287,8182
956300,Tue,2/25/2020,17191,8671,8520
956300,Wed,2/26/2020,17610,8853,8757
956300,Thu,2/27/2020,18031,9120,8911
956300,Fri,2/28/2020,18283,9279,9004
956300,Sat,2/29/2020,12124,6153,5971
956300,Sun,3/1/2020,9008,4430,4578
956300,Mon,3/2/2020,17031,8581,8450
956300,Tue,3/3/2020,18016,9143,8873
956300,Wed,3/4/2020,17891,9096,8795
956300,Thu,3/5/2020,18163,9136,9027
956300,Fri,3/6/2020,18519,9398,9121
956300,Sat,3/7/2020,12252,6195,6057
956300,Sun,3/8/2020,9134,4525,4609
956300,Mon,3/9/2020,16637,8432,8205
956300,Tue,3/10/2020,17279,8705,8574
956300,Wed,3/11/2020,17617,8914,8703
956300,Thu,3/12/2020,16754,8398,8356
956300,Fri,3/13/2020,17595,8957,8638
956300,Sat,3/14/2020,9587,4816,4771
956300,Sun,3/15/2020,7804,3836,3968
956300,Mon,3/16/2020,15080,7565,7515
956300,Tue,3/17/2020,14495,7274,7221
956300,Wed,3/18/2020,13474,6803,6671
956300,Thu,3/19/2020,13150,6601,6549
956300,Fri,3/20/2020,13634,6865,6769
956300,Sat,3/21/2020,7700,3878,3822
956300,Sun,3/22/2020,5379,2658,2721
956300,Mon,3/23/2020,12212,6140,6072
956300,Tue,3/24/2020,11867,5944,5923
956300,Wed,3/25/2020,10969,5510,5459
956300,Thu,3/26/2020,11535,5789,5746
956300,Fri,3/27/2020,11378,5720,5658
956300,Sat,3/28/2020,6477,3327,3150
956300,Sun,3/29/2020,5595,2828,2767
956300,Mon,3/30/2020,11284,5583,5701
956300,Tue,3/31/2020,11123,5581,5542
956300,Wed,4/1/2020,11458,5757,5701
956300,Thu,4/2/2020,11375,5715,5660
956300,Fri,4/3/2020,11504,5817,5687
956300,Sat,4/4/2020,6995,3515,3480
956300,Sun,4/5/2020,5551,2755,2796
956300,Mon,4/6/2020,11187,5569,5618
956300,Tue,4/7/2020,11460,5755,5705
956300,Wed,4/8/2020,11494,5793,5701
956400,Wed,1/1/2020,5160,2628,2532
956400,Thu,1/2/2020,8925,4578,4347
956400,Fri,1/3/2020,9187,4664,4523
956400,Sat,1/4/2020,6642,3410,3232
956400,Sun,1/5/2020,5633,2859,2774
956400,Mon,1/6/2020,9281,4760,4521
956400,Tue,1/7/2020,9778,4954,4824
956400,Wed,1/8/2020,9898,5091,4807
956400,Thu,1/9/2020,9837,5043,4794
956400,Fri,1/10/2020,9410,4789,4621
956400,Sat,1/11/2020,6398,3187,3211
956400,Sun,1/12/2020,5838,2951,2887
956400,Mon,1/13/2020,10111,5191,4920
956400,Tue,1/14/2020,10285,5156,5129
956400,Wed,1/15/2020,10243,5208,5035
956400,Thu,1/16/2020,10066,5034,5032
956400,Fri,1/17/2020,9921,5115,4806
956400,Sat,1/18/2020,6624,3379,3245
956400,Sun,1/19/2020,5474,2761,2713
956400,Mon,1/20/2020,8366,4281,4085
956400,Tue,1/21/2020,10126,5116,5010
956400,Wed,1/22/2020,10315,5209,5106
956400,Thu,1/23/2020,10230,5155,5075
956400,Fri,1/24/2020,10147,5161,4986
956400,Sat,1/25/2020,7037,3560,3477
956400,Sun,1/26/2020,5925,3008,2917
956400,Mon,1/27/2020,9845,5003,4842
956400,Tue,1/28/2020,10151,5126,5025
956400,Wed,1/29/2020,9912,5024,4888
956400,Thu,1/30/2020,10220,5157,5063
956400,Fri,1/31/2020,10232,5224,5008
956400,Sat,2/1/2020,7290,3690,3600
956400,Sun,2/2/2020,6342,3204,3138
956400,Mon,2/3/2020,9825,4990,4835
956400,Tue,2/4/2020,9810,4962,4848
956400,Wed,2/5/2020,9894,5039,4855
956400,Thu,2/6/2020,9816,5029,4787
956400,Fri,2/7/2020,9955,5084,4871
956400,Sat,2/8/2020,7149,3691,3458
956400,Sun,2/9/2020,5565,2801,2764
956400,Mon,2/10/2020,9676,4969,4707
956400,Tue,2/11/2020,10032,5116,4916
956400,Wed,2/12/2020,9794,4972,4822
956400,Thu,2/13/2020,9754,4980,4774
956400,Fri,2/14/2020,10062,5170,4892
956400,Sat,2/15/2020,7078,3539,3539
956400,Sun,2/16/2020,6214,3185,3029
956400,Mon,2/17/2020,9306,4744,4562
956400,Tue,2/18/2020,10112,5135,4977
956400,Wed,2/19/2020,10264,5245,5019
956400,Thu,2/20/2020,10187,5142,5045
956400,Fri,2/21/2020,10355,5248,5107
956400,Sat,2/22/2020,7180,3605,3575
956400,Sun,2/23/2020,6065,3029,3036
956400,Mon,2/24/2020,9261,4742,4519
956400,Sun,3/1/2020,6509,3238,3271
956400,Mon,3/2/2020,9533,4843,4690
956400,Tue,3/3/2020,10473,5358,5115
956400,Wed,3/4/2020,10441,5320,5121
956400,Thu,3/5/2020,10686,5387,5299
956400,Fri,3/6/2020,10909,5536,5373
956400,Sat,3/7/2020,7988,3980,4008
956400,Sun,3/8/2020,6519,3284,3235
956400,Mon,3/9/2020,9595,4896,4699
956400,Tue,3/10/2020,9948,5054,4894
956400,Wed,3/11/2020,10001,5079,4922
956400,Thu,3/12/2020,9310,4713,4597
956400,Fri,3/13/2020,10189,5139,5050
956400,Sat,3/14/2020,6191,3144,3047
956400,Sun,3/15/2020,5533,2795,2738
956400,Mon,3/16/2020,8755,4509,4246
956400,Tue,3/17/2020,8668,4390,4278
956400,Wed,3/18/2020,7905,4027,3878
956400,Thu,3/19/2020,7368,3731,3637
956400,Fri,3/20/2020,8191,4137,4054
956400,Sat,3/21/2020,5414,2653,2761
956400,Sun,3/22/2020,3803,1923,1880
956400,Mon,3/23/2020,7037,3622,3415
956400,Tue,3/24/2020,6671,3336,3335
